,feature,corr,rf,xgb,lgb,corr_rank,rf_rank,xgb_rank,lgb_rank,rank
793,合同状态_0sum_y,0.0,0.0,0.0,0,0.0,544.0,479.0,525.0,1548.0
796,合同状态_1mean_y,0.0,0.0,0.0,0,0.0,544.0,479.0,525.0,1548.0
792,合同状态_2mean_x,0.0,0.0,0.0,0,0.0,544.0,479.0,525.0,1548.0
798,合同状态_3mean_y,0.0,0.0,0.0,0,0.0,544.0,479.0,525.0,1548.0
797,合同状态_3sum_y,0.0,0.0,0.0,0,0.0,544.0,479.0,525.0,1548.0
794,合同状态_0mean_y,0.0,0.0,0.0,0,0.0,544.0,479.0,525.0,1548.0
800,商品类别_1mean_y,0.0,0.0,0.0,0,0.0,544.0,479.0,525.0,1548.0
799,商品类别_1sum_y,0.0,0.0,0.0,0,0.0,544.0,479.0,525.0,1548.0
293,利率1min_x,0.023731705951106446,0.0004590723230827173,0.0,1,294.0,274.0,479.0,505.0,1552.0
297,行业_4sum_y,0.02366529791369809,5.3210261689056736e-05,0.0013410446,12,298.0,454.0,404.0,404.0,1560.0
28,利率2mean_y,0.07629887618426602,4.24175324310387e-06,0.0,0,29.0,536.0,479.0,525.0,1569.0
449,职业_1.0,0.010131245996827815,0.0,0.0020757292,8,450.0,544.0,154.0,427.0,1575.0
445,陪同申请人_4.0mean_x,0.010249452938123805,3.653408971456373e-06,0.002077827,6,446.0,538.0,153.0,441.0,1578.0
455,行业_6mean_x,0.009864135917320641,7.514159153350613e-05,0.0013111270999999999,54,456.0,435.0,409.0,281.0,1581.0
602,职业_8.0,0.003839301408498439,0.0003048004538058154,0.0014339122,52,603.0,322.0,373.0,284.0,1582.0
507,商品类别_25mean_x,0.006838719554749671,5.220699166490185e-06,0.0030426865000000003,2,508.0,530.0,54.0,491.0,1583.0
258,组合类型_3sum_y,0.027770544529247505,0.0001005164163057004,0.0,7,259.0,420.0,479.0,432.0,1590.0
768,申请周内日_5sum_x,0.00039439033127100466,0.00026678626867418504,0.0017208613,84,769.0,335.0,263.0,229.0,1596.0
615,教育程度_2,0.0035530271977310905,2.858239877210142e-05,0.001744243,60,616.0,481.0,252.0,271.0,1620.0
329,行业_3sum_x,0.020780666818368425,6.624597690495408e-05,0.0,19,330.0,442.0,479.0,369.0,1620.0
396,职业_2.0,0.013550279426119421,6.020857895299003e-06,0.0018697429999999999,2,397.0,525.0,208.0,491.0,1621.0
364,申请时点_2mean_y,0.016300930562179874,3.0711308143538614e-06,0.0019233722,0,365.0,541.0,191.0,525.0,1622.0
434,申请时点_10mean_x,0.010847101249164059,0.00010502355178473077,0.0,48,435.0,415.0,479.0,299.0,1628.0
469,商品类别_5sum_x,0.009014220199917348,0.0002148148478027623,0.00039102184000000003,35,470.0,360.0,478.0,325.0,1633.0
694,收益级别_2sum_y,0.0018585092159356727,0.0001114393194383417,0.002319881,9,695.0,414.0,108.0,420.0,1637.0
540,产品组合_5.0mean_x,0.0055871962255023225,9.738780983888929e-05,0.0014345512,45,541.0,422.0,372.0,303.0,1638.0
451,申请时点_10sum_x,0.009946252485276677,3.2175353186521204e-05,0.001616037,10,452.0,473.0,302.0,415.0,1642.0
563,商品类别_2mean_y,0.005020887760618786,2.0430914388537092e-05,0.0025942603,1,564.0,496.0,78.0,505.0,1643.0
442,产品组合_10.0mean_y,0.010534253813204771,7.959449048402583e-05,0.0013923695999999998,18,443.0,433.0,389.0,379.0,1644.0
764,申请周内日_0sum_x,0.0004638568184902007,0.00027907488936600676,0.0016348449,61,765.0,333.0,296.0,265.0,1659.0
405,产品组合_14.0mean_y,0.012294975685184364,7.582171347445243e-05,0.0012472486999999999,14,406.0,434.0,423.0,397.0,1660.0
704,地址是否一致标志3,0.0016479174445131605,2.8239607243280872e-05,0.0023672697,19,705.0,482.0,105.0,369.0,1661.0
186,贷款用途_20sum_y,0.0361353462902163,2.934252152533501e-05,0.00063427544,0,187.0,478.0,475.0,525.0,1665.0
639,申请周内日_6sum_x,0.003085596991283639,0.00031803982942150164,0.0011224314999999999,61,640.0,318.0,445.0,265.0,1668.0
743,商品类别_22mean_x,0.0010141491561208886,0.00011551380043256955,0.0016646851000000002,77,744.0,409.0,286.0,241.0,1680.0
780,首付时间min_x,0.0001885424868058644,0.00036772779131569134,0.0014697497,68,781.0,296.0,354.0,256.0,1687.0
360,商品类别_6sum_x,0.016738086690625497,5.5240758291659044e-05,0.0011958063,6,361.0,451.0,434.0,441.0,1687.0
486,获客渠道_6mean_y,0.008052910858156508,2.401818174094233e-05,0.0016423357,9,487.0,490.0,294.0,420.0,1691.0
606,居住状态_2,0.003738510496218153,2.2091615997646872e-05,0.0019227957000000002,12,607.0,493.0,193.0,404.0,1697.0
231,贷款用途_16sum_y,0.030498694908189294,1.9980395641956376e-05,0.0,2,232.0,499.0,479.0,491.0,1701.0
691,产品组合_12.0mean_y,0.0019144882624201546,2.8715367757376454e-05,0.0026616053999999997,4,692.0,479.0,73.0,464.0,1708.0
394,商品类别_19mean_y,0.013994019489939544,9.052788397808921e-05,0.0,10,395.0,425.0,479.0,415.0,1714.0
581,产品组合_16.0mean_x,0.004382324891183979,0.00010417875880661954,0.0012258473,50,582.0,417.0,427.0,288.0,1714.0
597,产品组合_16.0sum_x,0.003968326379988462,4.38182350318658e-05,0.002055692,2,598.0,467.0,158.0,491.0,1714.0
290,利率2min_x,0.023905360334974424,9.78163883054092e-05,0.0,0,291.0,421.0,479.0,525.0,1716.0
400,客户类型_1mean_y,0.0125492005509124,4.3153964504054306e-05,0.0012679105,7,401.0,468.0,419.0,432.0,1720.0
468,产品组合_1.0sum_x,0.009091405621021485,0.0001429661424786611,0.0011525902999999999,8,469.0,392.0,440.0,427.0,1728.0
314,陪同申请人_1.0sum_y,0.021881111270097342,3.1964030310077345e-05,0.0010179615,3,315.0,475.0,459.0,479.0,1728.0
276,商品类别_19sum_y,0.02504289761504498,2.8659351467181047e-05,0.0,1,277.0,480.0,479.0,505.0,1741.0
236,贷款用途_21sum_y,0.029888397328455614,1.8610203594902066e-05,0.0,0,237.0,501.0,479.0,525.0,1742.0
291,产品组合_4.0sum_y,0.0237603273839594,1.3573134684106907e-05,0.0,4,292.0,508.0,479.0,464.0,1743.0
496,有车时间月数,0.0071835802073749325,5.995452204963894e-06,0.0018356398,1,497.0,526.0,220.0,505.0,1748.0
721,申请周内日_1sum_x,0.0013590085350142947,0.0002689132003609222,0.0013065846000000002,53,722.0,334.0,412.0,282.0,1750.0
283,产品组合_1.0sum_y,0.024551685188206676,2.7255938273101306e-05,0.0,1,284.0,484.0,479.0,505.0,1752.0
682,产品组合_7.0mean_y,0.002142738195090916,0.0005097578095788858,0.0,33,683.0,263.0,479.0,328.0,1753.0
520,申请时点_9mean_y,0.006370733259844172,4.73536469827062e-05,0.001478235,9,521.0,461.0,352.0,420.0,1754.0
306,利率1max_x,0.02281826461207676,5.880715925720283e-05,0.0,0,307.0,447.0,479.0,525.0,1758.0
423,产品组合_4.0sum_x,0.01134341815492768,4.8373654258641105e-05,0.0,14,424.0,459.0,479.0,397.0,1759.0
744,贷款类型_0sum_x,0.0009861513093990628,0.000403851990095544,0.0011029579,50,745.0,290.0,448.0,288.0,1771.0
698,产品组合_11.0mean_y,0.0017932056937247426,4.6377993953182394e-05,0.0021004947,4,699.0,463.0,147.0,464.0,1773.0
343,贷款用途_20mean_x,0.01816422115071569,1.6051530322010917e-05,0.0,5,344.0,503.0,479.0,450.0,1776.0
500,陪同申请人_5.0mean_x,0.007029606898453424,6.820531349805322e-05,0.0,22,501.0,439.0,479.0,359.0,1778.0
525,贷款用途_17mean_x,0.006148150614571948,0.0,0.0019429456,0,526.0,544.0,184.0,525.0,1779.0
428,职业_11.0,0.01111147589722528,2.058004347530556e-05,0.0,18,429.0,494.0,479.0,379.0,1781.0
679,申请周内日_7sum_x,0.002161955742446917,0.00025264065914149057,0.0007317545,47,680.0,340.0,472.0,300.0,1792.0
323,商品类别_5sum_y,0.021126274079218976,2.2647252714389412e-05,0.0,1,324.0,492.0,479.0,505.0,1800.0
351,贷款用途_21mean_x,0.017698967690865604,1.4896391979103113e-05,0.0,4,352.0,507.0,479.0,464.0,1802.0
740,获客渠道_2sum_y,0.0010774771588670518,2.4893914919143187e-05,0.0025136725,1,741.0,488.0,88.0,505.0,1822.0
342,贷款用途_16sum_x,0.01835894415980451,8.322775323797591e-06,0.00088737474,2,343.0,520.0,468.0,491.0,1822.0
393,申请时点_2sum_x,0.014038471469902643,3.674712054154909e-05,0.0,3,394.0,472.0,479.0,479.0,1824.0
365,申请时点_9sum_y,0.016268537366625306,9.56124640887325e-06,0.0,4,366.0,517.0,479.0,464.0,1826.0
325,客户类型_1sum_y,0.0210610226713661,1.2277618547511e-05,0.00086148,0,326.0,509.0,469.0,525.0,1829.0
607,是否提供email,0.003702448748704265,6.706114529777365e-05,0.0013722798000000002,16,608.0,441.0,395.0,388.0,1832.0
424,行业_6sum_x,0.011331800835669687,3.7271164852241744e-05,0.0,4,425.0,471.0,479.0,464.0,1839.0
333,职业_17.0,0.020222919814481724,1.601163437525321e-05,0.0,0,334.0,504.0,479.0,525.0,1842.0
510,地址是否一致标志1,0.006773518805808242,4.803899998275397e-05,0.0,15,511.0,460.0,479.0,393.0,1843.0
337,贷款用途_20sum_x,0.01936444899198579,6.636570695865209e-06,0.0,1,338.0,524.0,479.0,505.0,1846.0
490,商品类别_22sum_x,0.007717685722463751,4.424368009259166e-05,0.0,9,491.0,466.0,479.0,420.0,1856.0
757,贷款申请前1周内征信查询次数,0.0006863396206323368,1.8745819496627697e-05,0.0017517139,22,758.0,500.0,248.0,359.0,1865.0
629,合同状态_3sum_x,0.003292173217182054,6.238466396283921e-05,0.0014651712,6,630.0,445.0,356.0,441.0,1872.0
355,获客渠道_6sum_y,0.017269787501891037,5.018811923515241e-06,0.0,1,356.0,532.0,479.0,505.0,1872.0
416,商品类别_7sum_y,0.011671875527867463,1.1736477109931586e-05,0.0,3,417.0,511.0,479.0,479.0,1886.0
399,贷款用途_17sum_x,0.013061639000271495,0.0,0.0,4,400.0,544.0,479.0,464.0,1887.0
676,贷款申请前1天内征信查询次数,0.0022409313523524413,0.0,0.0018285351,5,677.0,544.0,222.0,450.0,1893.0
425,获客渠道_2sum_x,0.011249814925861577,4.986544468716305e-06,0.0,4,426.0,534.0,479.0,464.0,1903.0
517,产品组合_5.0sum_x,0.006518705626178796,4.698562397969507e-05,0.00059914606,5,518.0,462.0,476.0,450.0,1906.0
362,贷款用途_17sum_y,0.0164625529498598,0.0,0.0,0,363.0,544.0,479.0,525.0,1911.0
369,贷款用途_0sum_y,0.015766152268472527,0.0,0.0,0,370.0,544.0,479.0,525.0,1918.0
494,陪同申请人_5.0,0.007428739066407337,0.0,0.0,12,495.0,544.0,479.0,404.0,1922.0
749,产品组合_15.0mean_x,0.0008792236183375154,0.00010464919960696978,0.0,50,750.0,416.0,479.0,288.0,1933.0
392,贷款用途_7sum_y,0.014090856660665738,0.0,0.0,0,393.0,544.0,479.0,525.0,1941.0
420,商品类别_17sum_x,0.011553954421372602,9.966150343264586e-06,0.0,0,421.0,516.0,479.0,525.0,1941.0
395,贷款用途_7mean_y,0.013554010567623028,0.0,0.0,0,396.0,544.0,479.0,525.0,1944.0
397,贷款用途_6sum_y,0.013527699152497906,0.0,0.0,0,398.0,544.0,479.0,525.0,1946.0
398,贷款用途_14sum_x,0.01341490225752137,0.0,0.0,0,399.0,544.0,479.0,525.0,1947.0
402,贷款用途_0mean_y,0.01244560789270142,0.0,0.0,0,403.0,544.0,479.0,525.0,1951.0
404,贷款用途_11mean_y,0.012316078688580609,0.0,0.0,0,405.0,544.0,479.0,525.0,1953.0
508,地址是否一致标志5,0.006834351946672428,5.007291839371405e-06,0.0,7,509.0,533.0,479.0,432.0,1953.0
406,贷款用途_9sum_y,0.012186138389333306,0.0,0.0,0,407.0,544.0,479.0,525.0,1955.0
417,商品类别_17mean_x,0.0116498128722289,4.566072768275978e-06,0.0,0,418.0,535.0,479.0,525.0,1957.0
645,产品组合_15.0sum_x,0.002949382538630368,2.441325371996985e-05,0.0014586397,4,646.0,489.0,359.0,464.0,1958.0
409,贷款用途_18sum_y,0.01201860166358379,0.0,0.0,0,410.0,544.0,479.0,525.0,1958.0
422,申请时点_1sum_y,0.011395003417923507,0.0,0.0,0,423.0,544.0,479.0,525.0,1971.0
427,贷款用途_14sum_y,0.011168905692339493,0.0,0.0,0,428.0,544.0,479.0,525.0,1976.0
511,行业_0mean_x,0.006741127336038054,7.893101545307414e-06,0.0,4,512.0,522.0,479.0,464.0,1977.0
677,陪同申请人_6.0,0.002237976094650119,1.085160227949088e-05,0.0,42,678.0,513.0,479.0,308.0,1978.0
430,贷款用途_14mean_x,0.011057344887051195,0.0,0.0,0,431.0,544.0,479.0,525.0,1979.0
433,商品类别_21sum_x,0.010921344338602748,0.0,0.0,0,434.0,544.0,479.0,525.0,1982.0
437,申请时点_1mean_y,0.01067766549980117,0.0,0.0,0,438.0,544.0,479.0,525.0,1986.0
438,贷款用途_6mean_y,0.010630591171987471,0.0,0.0,0,439.0,544.0,479.0,525.0,1987.0
446,贷款用途_7sum_x,0.0102396993106343,0.0,0.0,0,447.0,544.0,479.0,525.0,1995.0
447,商品类别_16sum_y,0.010228769200053604,0.0,0.0,0,448.0,544.0,479.0,525.0,1996.0
529,陪同申请人_0.0mean_y,0.005881335972252257,1.1082044679297976e-05,0.00091046136,2,530.0,512.0,465.0,491.0,1998.0
450,贷款用途_17mean_y,0.009985046154050313,0.0,0.0,0,451.0,544.0,479.0,525.0,1999.0
454,商品类别_2sum_y,0.00987669807078019,2.5996371774103143e-06,0.0,0,455.0,542.0,479.0,525.0,2001.0
502,商品类别_13mean_x,0.006983869226434697,2.0518371960990382e-05,0.0,0,503.0,495.0,479.0,525.0,2002.0
457,职业_18.0,0.009749727773370987,0.0,0.0,0,458.0,544.0,479.0,525.0,2006.0
459,行业_0sum_y,0.009529811453136158,0.0,0.0,0,460.0,544.0,479.0,525.0,2008.0
460,商品类别_13sum_x,0.009522411635113451,0.0,0.0,0,461.0,544.0,479.0,525.0,2009.0
461,商品类别_24sum_x,0.009352713459161029,0.0,0.0,0,462.0,544.0,479.0,525.0,2010.0
554,居住状态_3,0.005216555468119798,3.7502214593892893e-06,0.0,6,555.0,537.0,479.0,441.0,2012.0
464,产品组合_16.0sum_y,0.00921574723139953,0.0,0.0,0,465.0,544.0,479.0,525.0,2013.0
465,贷款用途_14mean_y,0.009146815908260608,0.0,0.0,0,466.0,544.0,479.0,525.0,2014.0
467,商品类别_24mean_x,0.009125284384657482,0.0,0.0,0,468.0,544.0,479.0,525.0,2016.0
562,商品类别_3mean_x,0.0050259396861464965,0.0,0.0,7,563.0,544.0,479.0,432.0,2018.0
501,商品类别_22sum_y,0.006992413195617835,1.0204811708372301e-05,0.0,0,502.0,515.0,479.0,525.0,2021.0
474,贷款用途_10sum_y,0.008726524212110284,0.0,0.0,0,475.0,544.0,479.0,525.0,2023.0
475,产品组合_15.0sum_y,0.008709021499519905,0.0,0.0,0,476.0,544.0,479.0,525.0,2024.0
479,贷款用途_11mean_x,0.008539056454509343,0.0,0.0,0,480.0,544.0,479.0,525.0,2028.0
480,贷款用途_10mean_y,0.008401332595903538,0.0,0.0,0,481.0,544.0,479.0,525.0,2029.0
497,行业_0sum_x,0.0071799840396909375,5.912581177857374e-06,0.0,0,498.0,527.0,479.0,525.0,2029.0
482,贷款用途_11sum_y,0.008206950813378949,0.0,0.0,0,483.0,544.0,479.0,525.0,2031.0
518,商品类别_12sum_x,0.0064974037420158495,0.0,0.0,2,519.0,544.0,479.0,491.0,2033.0
485,贷款用途_7mean_x,0.008116526427446995,0.0,0.0,0,486.0,544.0,479.0,525.0,2034.0
487,行业_0mean_y,0.008000695325075179,0.0,0.0,0,488.0,544.0,479.0,525.0,2036.0
784,首付月数min_x,0.00015257922761815706,0.0002364155697165494,0.0010632493,5,785.0,348.0,454.0,450.0,2037.0
489,申请人是否额外提供了文件3,0.0077282392506033,0.0,0.0,0,490.0,544.0,479.0,525.0,2038.0
491,申请时点_10sum_y,0.007625284704724331,0.0,0.0,0,492.0,544.0,479.0,525.0,2040.0
493,贷款用途_9mean_y,0.007526769534780485,0.0,0.0,0,494.0,544.0,479.0,525.0,2042.0
539,商品类别_12mean_x,0.005671328810120603,0.0,0.0,3,540.0,544.0,479.0,479.0,2042.0
495,商品类别_16mean_y,0.007226655612720047,0.0,0.0,0,496.0,544.0,479.0,525.0,2044.0
498,贷款用途_12mean_y,0.007146333423597091,0.0,0.0,0,499.0,544.0,479.0,525.0,2047.0
503,贷款用途_13sum_y,0.0069675346884812755,0.0,0.0,0,504.0,544.0,479.0,525.0,2052.0
505,商品类别_25sum_x,0.0069107626998403384,0.0,0.0,0,506.0,544.0,479.0,525.0,2054.0
506,贷款用途_0sum_x,0.0068694443393697,0.0,0.0,0,507.0,544.0,479.0,525.0,2055.0
527,商品类别_18mean_x,0.00600729520189753,0.0,0.0,1,528.0,544.0,479.0,505.0,2056.0
509,商品类别_21mean_x,0.006786250242393639,0.0,0.0,0,510.0,544.0,479.0,525.0,2058.0
512,贷款用途_12sum_y,0.006736715663273206,0.0,0.0,0,513.0,544.0,479.0,525.0,2061.0
515,产品组合_16.0mean_y,0.006566105606674253,0.0,0.0,0,516.0,544.0,479.0,525.0,2064.0
516,贷款用途_4sum_y,0.006538099810248114,0.0,0.0,0,517.0,544.0,479.0,525.0,2065.0
521,贷款用途_18mean_y,0.0063692045472803745,0.0,0.0,0,522.0,544.0,479.0,525.0,2070.0
522,陪同申请人_5.0sum_y,0.006257257976291171,0.0,0.0,0,523.0,544.0,479.0,525.0,2071.0
598,商品类别_16mean_x,0.003947056932183692,0.0,0.0,5,599.0,544.0,479.0,450.0,2072.0
548,产品组合_12.0sum_y,0.005341910671891997,3.5968003568309114e-06,0.0,1,549.0,539.0,479.0,505.0,2072.0
523,行业_9mean_x,0.006211224732787325,0.0,0.0,0,524.0,544.0,479.0,525.0,2072.0
753,行业_1mean_y,0.0008349351447204629,0.0,0.0017464618,0,754.0,544.0,251.0,525.0,2074.0
526,贷款用途_6sum_x,0.006148107134737915,0.0,0.0,0,527.0,544.0,479.0,525.0,2075.0
528,教育程度_0,0.005895025971919539,0.0,0.0,0,529.0,544.0,479.0,525.0,2077.0
531,商品类别_25sum_y,0.005861132012063486,0.0,0.0,0,532.0,544.0,479.0,525.0,2080.0
532,商品类别_13sum_y,0.005856026094728327,0.0,0.0,0,533.0,544.0,479.0,525.0,2081.0
533,贷款用途_0mean_x,0.005828553537333021,0.0,0.0,0,534.0,544.0,479.0,525.0,2082.0
534,贷款用途_22sum_x,0.0057657372501950365,0.0,0.0,0,535.0,544.0,479.0,525.0,2083.0
535,获客渠道_1mean_y,0.00574162962680278,0.0,0.0,0,536.0,544.0,479.0,525.0,2084.0
536,获客渠道_1sum_y,0.005703013168749796,0.0,0.0,0,537.0,544.0,479.0,525.0,2085.0
537,商品类别_26mean_y,0.00569537751413636,0.0,0.0,0,538.0,544.0,479.0,525.0,2086.0
538,职业_13.0,0.005695033647548514,0.0,0.0,0,539.0,544.0,479.0,525.0,2087.0
708,陪同申请人_5.0sum_x,0.0015665424811651645,1.565008889950008e-05,0.0014439663,1,709.0,505.0,370.0,505.0,2089.0
541,客户类型_3sum_y,0.0055269491756187615,0.0,0.0,0,542.0,544.0,479.0,525.0,2090.0
542,组合类型_1mean_y,0.005517637232245068,0.0,0.0,0,543.0,544.0,479.0,525.0,2091.0
543,贷款用途_15sum_y,0.005516674229449354,0.0,0.0,0,544.0,544.0,479.0,525.0,2092.0
545,行业_7sum_y,0.0054221601810188185,0.0,0.0,0,546.0,544.0,479.0,525.0,2094.0
547,组合类型_1sum_y,0.005398228901047935,0.0,0.0,0,548.0,544.0,479.0,525.0,2096.0
549,贷款用途_22sum_y,0.005341659967884497,0.0,0.0,0,550.0,544.0,479.0,525.0,2098.0
550,贷款用途_11sum_x,0.005294348424488581,0.0,0.0,0,551.0,544.0,479.0,525.0,2099.0
551,贷款用途_22mean_x,0.005290473958446229,0.0,0.0,0,552.0,544.0,479.0,525.0,2100.0
552,客户类型_3mean_y,0.005232085263303393,0.0,0.0,0,553.0,544.0,479.0,525.0,2101.0
599,商品类别_18sum_x,0.003897255625773373,0.0,0.0,3,600.0,544.0,479.0,479.0,2102.0
623,产品组合_11.0sum_y,0.0033982427573494532,1.2214315840705715e-05,0.0,2,624.0,510.0,479.0,491.0,2104.0
577,陪同申请人_0.0,0.0046021804820572535,0.0,0.0,1,578.0,544.0,479.0,505.0,2106.0
559,商品类别_0mean_y,0.005155239925566804,0.0,0.0,0,560.0,544.0,479.0,525.0,2108.0
560,商品类别_3sum_y,0.0051390792354935105,0.0,0.0,0,561.0,544.0,479.0,525.0,2109.0
561,行业_7mean_y,0.005130840845016611,0.0,0.0,0,562.0,544.0,479.0,525.0,2110.0
564,商品类别_0sum_y,0.0049705651251523465,0.0,0.0,0,565.0,544.0,479.0,525.0,2113.0
651,行业_5sum_y,0.002836898428046171,0.0,0.0013833973,0,652.0,544.0,393.0,525.0,2114.0
565,行业_9sum_x,0.00495342802085721,0.0,0.0,0,566.0,544.0,479.0,525.0,2114.0
570,贷款用途_3sum_y,0.004891286944149635,0.0,0.0,0,571.0,544.0,479.0,525.0,2119.0
571,贷款用途_8sum_y,0.004835880028662619,0.0,0.0,0,572.0,544.0,479.0,525.0,2120.0
576,陪同申请人_0.0sum_y,0.004612573852117509,3.503961963309687e-06,0.0,0,577.0,540.0,479.0,525.0,2121.0
686,商品类别_7mean_y,0.00202153271254098,3.0217804644902393e-05,0.0,3,687.0,476.0,479.0,479.0,2121.0
572,商品类别_13mean_y,0.004713195071792215,0.0,0.0,0,573.0,544.0,479.0,525.0,2121.0
574,商品类别_18mean_y,0.004637798270699086,0.0,0.0,0,575.0,544.0,479.0,525.0,2123.0
575,商品类别_9mean_x,0.004612728802071709,0.0,0.0,0,576.0,544.0,479.0,525.0,2124.0
578,商品类别_0mean_x,0.004504368655609632,0.0,0.0,0,579.0,544.0,479.0,525.0,2127.0
579,商品类别_10mean_x,0.004463825968125172,0.0,0.0,0,580.0,544.0,479.0,525.0,2128.0
641,商品类别_3sum_x,0.003058450702558998,1.504366403580273e-06,0.0,4,642.0,543.0,479.0,464.0,2128.0
580,申请时点_11mean_x,0.0044258242172448455,0.0,0.0,0,581.0,544.0,479.0,525.0,2129.0
582,产品组合_15.0mean_y,0.00437865644097943,0.0,0.0,0,583.0,544.0,479.0,525.0,2131.0
583,贷款用途_8mean_x,0.004377581743000607,0.0,0.0,0,584.0,544.0,479.0,525.0,2132.0
585,收入类型_6,0.004255819883472172,0.0,0.0,0,586.0,544.0,479.0,525.0,2134.0
586,陪同申请人_5.0mean_y,0.004223052289210497,0.0,0.0,0,587.0,544.0,479.0,525.0,2135.0
680,申请时点_1mean_x,0.002159325439704646,0.0,0.001005212,5,681.0,544.0,460.0,450.0,2135.0
587,产品组合_13.0mean_y,0.004209780246951489,0.0,0.0,0,588.0,544.0,479.0,525.0,2136.0
589,贷款用途_13mean_y,0.0041784584401495855,0.0,0.0,0,590.0,544.0,479.0,525.0,2138.0
591,商品类别_3mean_y,0.004143538024068809,0.0,0.0,0,592.0,544.0,479.0,525.0,2140.0
593,贷款用途_18sum_x,0.004135313257132445,0.0,0.0,0,594.0,544.0,479.0,525.0,2142.0
594,商品类别_20mean_x,0.004103103274164017,0.0,0.0,0,595.0,544.0,479.0,525.0,2143.0
595,贷款用途_1sum_y,0.004067683353134529,0.0,0.0,0,596.0,544.0,479.0,525.0,2144.0
600,产品组合_17.0sum_x,0.0038791732957722718,0.0,0.0,0,601.0,544.0,479.0,525.0,2149.0
601,付款方式_2sum_y,0.003867614714466043,0.0,0.0,0,602.0,544.0,479.0,525.0,2150.0
603,商品类别_6sum_y,0.003806533933891397,0.0,0.0,0,604.0,544.0,479.0,525.0,2152.0
604,付款方式_2mean_y,0.0037667761981174147,0.0,0.0,0,605.0,544.0,479.0,525.0,2153.0
605,行业_8mean_x,0.003752781038448758,0.0,0.0,0,606.0,544.0,479.0,525.0,2154.0
609,贷款用途_22mean_y,0.0036827837177885025,0.0,0.0,0,610.0,544.0,479.0,525.0,2158.0
610,商品类别_10sum_x,0.0036705377483872547,0.0,0.0,0,611.0,544.0,479.0,525.0,2159.0
612,商品类别_18sum_y,0.003612976863350569,0.0,0.0,0,613.0,544.0,479.0,525.0,2161.0
613,贷款用途_4sum_x,0.0035974280770510914,0.0,0.0,0,614.0,544.0,479.0,525.0,2162.0
614,商品类别_12mean_y,0.003565126369628853,0.0,0.0,0,615.0,544.0,479.0,525.0,2163.0
616,商品类别_20mean_y,0.0035516655669039525,0.0,0.0,0,617.0,544.0,479.0,525.0,2165.0
618,贷款用途_2sum_y,0.003510039313264834,0.0,0.0,0,619.0,544.0,479.0,525.0,2167.0
619,职业_5.0,0.0034894349855502907,0.0,0.0,0,620.0,544.0,479.0,525.0,2168.0
620,行业_1sum_y,0.003436382321592277,0.0,0.0,0,621.0,544.0,479.0,525.0,2169.0
640,商品类别_23sum_x,0.0030616375551209287,0.0,0.0,1,641.0,544.0,479.0,505.0,2169.0
621,商品类别_8mean_y,0.0034170586265163303,0.0,0.0,0,622.0,544.0,479.0,525.0,2170.0
622,贷款用途_18mean_x,0.0034058675353450412,0.0,0.0,0,623.0,544.0,479.0,525.0,2171.0
624,商品类别_0sum_x,0.003387796774205384,0.0,0.0,0,625.0,544.0,479.0,525.0,2173.0
625,申请人是否额外提供了文件6,0.0033612998510558225,0.0,0.0,0,626.0,544.0,479.0,525.0,2174.0
626,商品类别_16sum_x,0.003344599286543084,0.0,0.0,0,627.0,544.0,479.0,525.0,2175.0
628,获客渠道_1sum_x,0.003303484090376841,0.0,0.0,0,629.0,544.0,479.0,525.0,2177.0
685,行业_5mean_y,0.0020326626439315034,2.533595910956293e-05,0.0,0,686.0,487.0,479.0,525.0,2177.0
630,陪同申请人_2.0mean_x,0.0032860979520363547,0.0,0.0,0,631.0,544.0,479.0,525.0,2179.0
631,商品类别_9sum_x,0.0032534669014268624,0.0,0.0,0,632.0,544.0,479.0,525.0,2180.0
632,商品类别_8sum_y,0.0032452829099855725,0.0,0.0,0,633.0,544.0,479.0,525.0,2181.0
633,陪同申请人_4.0sum_y,0.003218280596645084,0.0,0.0,0,634.0,544.0,479.0,525.0,2182.0
634,行业_6sum_y,0.0032095779860991584,0.0,0.0,0,635.0,544.0,479.0,525.0,2183.0
635,获客渠道_1mean_x,0.0031814868491342923,0.0,0.0,0,636.0,544.0,479.0,525.0,2184.0
636,商品类别_21sum_y,0.0031634985051484624,0.0,0.0,0,637.0,544.0,479.0,525.0,2185.0
637,职业_16.0,0.003148876409316636,0.0,0.0,0,638.0,544.0,479.0,525.0,2186.0
638,商品类别_25mean_y,0.0031302480178058397,0.0,0.0,0,639.0,544.0,479.0,525.0,2187.0
642,职业_7.0,0.0030541599609895513,0.0,0.0,0,643.0,544.0,479.0,525.0,2191.0
643,商品类别_12sum_y,0.003032325581732628,0.0,0.0,0,644.0,544.0,479.0,525.0,2192.0
644,商品类别_4sum_y,0.002993022064273065,0.0,0.0,0,645.0,544.0,479.0,525.0,2193.0
646,商品类别_11sum_y,0.0028873198335430503,0.0,0.0,0,647.0,544.0,479.0,525.0,2195.0
647,商品类别_15mean_y,0.002872410903847892,0.0,0.0,0,648.0,544.0,479.0,525.0,2196.0
648,行业_9mean_y,0.002870950253866709,0.0,0.0,0,649.0,544.0,479.0,525.0,2197.0
649,贷款用途_10mean_x,0.0028603590945099986,0.0,0.0,0,650.0,544.0,479.0,525.0,2198.0
